Código do Município;Município;Estado;Ano de Referência;Tipo de serviço;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;POP_URB - População urbana do município do ano de referência (Fonte: IBGE):;AG001 - População total atendida com abastecimento de água;AG026 - População urbana atendida com abastecimento de água;ES001 - População total atendida com esgotamento sanitário
120001;Acrelândia;AC;2015;Água         ;13.869;6.544;4.108;4.108;
120005;Assis Brasil;AC;2015;Água         ;6.738;4.106;4.411;4.106;
120010;Brasiléia;AC;2015;Esgoto       ;23.849;15.890;;;5.800
120010;Brasiléia;AC;2015;Água         ;23.849;15.890;12.950;12.950;
120013;Bujari;AC;2015;Água         ;9.339;4.071;3.988;3.988;
120017;Capixaba;AC;2015;Água         ;10.498;4.688;3.837;3.837;
120020;Cruzeiro do Sul;AC;2015;Água         ;81.519;57.449;40.157;40.157;
120025;Epitaciolândia;AC;2015;Água         ;16.731;11.765;10.314;10.314;
120030;Feijó;AC;2015;Água         ;32.385;16.622;5.564;5.564;
120032;Jordão;AC;2015;Água         ;7.509;2.594;3.086;2.594;
120033;Mâncio Lima;AC;2015;Água         ;17.173;9.882;10.585;9.882;
120034;Manoel Urbano;AC;2015;Água         ;8.641;5.714;5.726;5.714;
120035;Marechal Thaumaturgo;AC;2015;Água         ;16.895;4.713;3.041;3.041;
120038;Plácido de Castro;AC;2015;Água         ;18.159;10.955;7.501;7.501;
120038;Plácido de Castro;AC;2015;Esgoto       ;18.159;10.955;;;11.020
120080;Porto Acre;AC;2015;Água         ;16.757;2.232;3.582;2.232;
120039;Porto Walter;AC;2015;Água         ;10.759;3.896;3.939;3.896;
120040;Rio Branco;AC;2015;Água e Esgoto;370.550;340.233;202.308;202.308;83.548
120042;Rodrigues Alves;AC;2015;Água         ;16.974;5.090;5.368;5.090;
120043;Santa Rosa do Purus;AC;2015;Água         ;5.809;2.343;2.495;2.343;
120045;Senador Guiomard;AC;2015;Água         ;21.182;13.334;7.661;7.661;
120050;Sena Madureira;AC;2015;Água         ;41.750;27.569;14.618;14.618;
120060;Tarauacá;AC;2015;Água         ;38.819;21.107;13.329;13.329;
120070;Xapuri;AC;2015;Água         ;17.608;11.304;8.854;8.854;
270010;Água Branca;AL;2015;Água         ;20.434;5.379;13.178;5.230;
270020;Anadia;AL;2015;Água         ;17.847;9.166;8.347;8.204;
270030;Arapiraca;AL;2015;Água         ;231.053;195.937;221.212;194.316;
270030;Arapiraca;AL;2015;Esgoto       ;231.053;195.937;;;70.000
270060;Barra de São Miguel;AL;2015;Água         ;8.266;7.117;7.031;7.031;
270070;Batalha;AL;2015;Água e Esgoto;18.496;13.043;13.757;11.581;4.945
270090;Belo Monte;AL;2015;Água         ;6.775;1.129;1.854;1.095;
270100;Boca da Mata;AL;2015;Água         ;27.399;18.549;18.549;18.549;
270120;Cacimbinhas;AL;2015;Água         ;10.818;5.732;1.935;1.905;
270130;Cajueiro;AL;2015;Água e Esgoto;21.355;17.248;17.230;17.230;2.032
270140;Campo Alegre;AL;2015;Água         ;56.430;24.609;5.205;5.205;
270150;Campo Grande;AL;2015;Água         ;9.664;4.478;8.661;4.376;
270160;Canapi;AL;2015;Água         ;17.976;5.771;5.634;5.526;
270170;Capela;AL;2015;Água e Esgoto;17.507;12.969;10.023;10.023;587
270180;Carneiros;AL;2015;Água         ;8.969;5.087;5.674;4.993;
270200;Coité do Nóia;AL;2015;Água         ;10.992;3.760;3.417;3.020;
270210;Colônia Leopoldina;AL;2015;Água         ;21.636;16.556;12.433;12.433;
270220;Coqueiro Seco;AL;2015;Água         ;5.870;5.283;3.757;3.757;
270230;Coruripe;AL;2015;Água e Esgoto;56.631;50.018;56.631;49.611;8.231
270235;Craíbas;AL;2015;Água         ;24.288;7.861;15.009;7.674;
270240;Delmiro Gouveia;AL;2015;Esgoto       ;51.997;37.681;;;44.000
270240;Delmiro Gouveia;AL;2015;Água         ;51.997;37.681;50.940;37.190;
270250;Dois Riachos;AL;2015;Água         ;11.224;5.246;3.829;3.829;
270255;Estrela de Alagoas;AL;2015;Água         ;18.306;4.275;6.313;3.834;
270260;Feira Grande;AL;2015;Água         ;22.432;3.599;8.066;3.478;
270280;Flexeiras;AL;2015;Água         ;12.917;8.402;6.852;6.852;
270290;Girau do Ponciano;AL;2015;Água         ;40.519;12.508;16.387;12.405;
270300;Ibateguara;AL;2015;Água         ;15.803;9.738;6.244;6.244;
270310;Igaci;AL;2015;Água         ;26.041;6.393;13.758;6.076;
270320;Igreja Nova;AL;2015;Água         ;24.575;5.038;6.528;4.856;
270330;Inhapi;AL;2015;Água         ;18.621;6.970;8.346;6.686;
270340;Jacaré dos Homens;AL;2015;Água         ;5.429;3.041;3.622;2.945;
270350;Jacuípe;AL;2015;Água e Esgoto;7.162;4.458;4.384;4.384;926
270360;Japaratinga;AL;2015;Água         ;8.350;3.562;3.484;3.484;
270370;Jaramataia;AL;2015;Água         ;5.695;2.985;3.356;2.646;
270380;Joaquim Gomes;AL;2015;Água         ;24.061;15.430;14.012;14.012;
270390;Jundiá;AL;2015;Água         ;4.269;2.872;2.801;2.801;
270400;Junqueiro;AL;2015;Água         ;25.084;8.212;7.888;7.877;
270410;Lagoa da Canoa;AL;2015;Água         ;18.343;9.212;13.187;8.576;
270420;Limoeiro de Anadia;AL;2015;Água         ;28.621;2.382;6.495;2.366;
270430;Maceió;AL;2015;Água e Esgoto;1.013.773;1.013.100;979.479;979.479;354.519
270440;Major Isidoro;AL;2015;Água         ;20.047;9.872;9.790;7.934;
270450;Maragogi;AL;2015;Água e Esgoto;32.171;20.842;15.792;15.792;7.564
270460;Maravilha;AL;2015;Água         ;9.770;4.880;5.690;4.824;
270470;Marechal Deodoro;AL;2015;Água e Esgoto;51.132;48.257;50.792;45.712;13.884
270480;Maribondo;AL;2015;Água         ;13.665;10.012;8.610;8.610;
270490;Mar Vermelho;AL;2015;Água         ;3.622;1.625;1.587;1.587;
270500;Mata Grande;AL;2015;Água         ;25.590;5.879;9.833;5.528;
270510;Matriz de Camaragibe;AL;2015;Água         ;25.008;23.232;10.556;10.556;
270520;Messias;AL;2015;Água         ;17.576;15.986;12.373;12.373;
270530;Minador do Negrão;AL;2015;Água         ;5.425;2.316;1.804;1.694;
270540;Monteirópolis;AL;2015;Água         ;7.241;2.626;4.111;2.414;
270550;Murici;AL;2015;Água         ;28.335;23.453;13.282;13.282;
270560;Novo Lino;AL;2015;Água         ;12.643;7.682;5.512;5.512;
270570;Olho D ÁGUA das Flores;AL;2015;Água         ;21.641;14.866;18.226;13.827;
270580;Olho D ÁGUA do Casado;AL;2015;Água         ;9.298;4.410;5.656;4.277;
270590;Olho D ÁGUA Grande;AL;2015;Água         ;5.178;1.257;2.032;1.001;
270600;Olivença;AL;2015;Água         ;11.688;3.319;5.429;3.067;
270610;Ouro Branco;AL;2015;Água         ;11.537;7.274;5.058;4.865;
270620;Palestina;AL;2015;Água         ;5.004;3.169;3.922;3.061;
270630;Palmeira dos Índios;AL;2015;Água e Esgoto;73.878;54.184;64.202;52.306;2.369
270640;Pão de Açúcar;AL;2015;Água         ;24.878;11.252;434;417;
270640;Pão de Açúcar;AL;2015;Água         ;24.878;11.252;24.444;10.513;
270642;Pariconha;AL;2015;Água         ;10.601;2.888;7.580;2.731;
270644;Paripueira;AL;2015;Água         ;12.887;11.413;10.299;10.299;
270650;Passo de Camaragibe;AL;2015;Água         ;15.419;7.549;4.973;4.973;
270660;Paulo Jacinto;AL;2015;Água e Esgoto;7.682;5.077;5.069;5.069;1.104
270670;Penedo;AL;2015;Água         ;64.074;47.776;61.818;46.000;
270680;Piaçabuçu;AL;2015;Água         ;18.011;10.926;11.038;10.570;
270690;Pilar;AL;2015;Água e Esgoto;35.295;33.701;20.996;20.196;4.000
270690;Pilar;AL;2015;Água         ;35.295;33.701;13.445;13.445;
270700;Pindoba;AL;2015;Água         ;2.956;1.688;1.541;1.541;
270710;Piranhas;AL;2015;Água e Esgoto;24.950;14.279;22.243;14.180;7.316
270720;Poço das Trincheiras;AL;2015;Água         ;14.493;2.134;3.295;2.091;
270740;Porto de Pedras;AL;2015;Água         ;8.151;4.640;3.321;3.321;
270760;Quebrangulo;AL;2015;Água e Esgoto;11.592;6.537;6.555;6.336;958
270770;Rio Largo;AL;2015;Água         ;75.645;61.800;48.681;48.681;
270790;Santa Luzia do Norte;AL;2015;Água         ;7.325;6.561;5.381;5.381;
270800;Santana do Ipanema;AL;2015;Água e Esgoto;47.820;28.932;34.652;27.155;2.144
270810;Santana do Mundaú;AL;2015;Água         ;11.009;5.683;5.714;5.683;
270820;São Brás;AL;2015;Água         ;7.034;3.333;3.652;2.955;
270840;São José da Tapera;AL;2015;Água         ;32.271;12.481;15.568;11.095;
270860;São Miguel dos Campos;AL;2015;Água e Esgoto;60.539;58.308;60.539;58.308;59.830
270880;São Sebastião;AL;2015;Água         ;34.211;13.155;10.484;9.246;
270890;Satuba;AL;2015;Água         ;13.381;11.722;7.804;7.804;
270895;Senador Rui Palmeira;AL;2015;Água         ;13.909;4.205;4.190;4.124;
270910;Taquarana;AL;2015;Água         ;19.980;7.683;8.394;7.579;
270915;Teotônio Vilela;AL;2015;Água e Esgoto;44.169;37.335;36.960;36.040;25.310
270920;Traipu;AL;2015;Água         ;27.798;8.682;10.026;8.621;
270930;União dos Palmares;AL;2015;Água e Esgoto;66.017;50.447;51.483;50.447;38.496
270940;Viçosa;AL;2015;Água         ;26.212;18.893;22.750;18.893;
130002;Alvarães;AM;2015;Água         ;15.545;8.703;2.181;2.181;
130030;Autazes;AM;2015;Água         ;37.033;16.011;6.421;6.421;
130040;Barcelos;AM;2015;Água         ;27.433;11.901;10.500;10.500;
130060;Benjamin Constant;AM;2015;Água         ;39.484;23.798;15.842;15.842;
130063;Beruri;AM;2015;Água         ;18.171;9.127;11.230;8.918;
130080;Borba;AM;2015;Água         ;39.292;16.222;38.242;16.150;
130090;Canutama;AM;2015;Água         ;15.130;7.937;8.930;7.839;
130100;Carauari;AM;2015;Água         ;27.880;21.357;22.507;21.357;
130115;Careiro da Várzea;AM;2015;Água         ;27.981;1.169;1.633;1.169;
130130;Codajás;AM;2015;Água         ;26.777;18.238;9.522;9.522;
130140;Eirunepé;AM;2015;Água         ;34.025;24.595;14.305;14.305;
130150;Envira;AM;2015;Água         ;18.786;12.133;11.508;10.956;
130160;Fonte Boa;AM;2015;Água         ;20.742;13.740;19.045;3.809;
130165;Guajará;AM;2015;Água e Esgoto;15.826;8.411;12.000;7.200;650
130195;Itamarati;AM;2015;Água         ;8.179;4.550;1.361;1.361;
130220;Juruá;AM;2015;Água         ;13.198;6.947;4.569;4.569;
130250;Manacapuru;AM;2015;Água         ;94.175;66.559;66.559;66.559;
130255;Manaquiri;AM;2015;Água         ;28.413;8.800;6.293;6.293;
130260;Manaus;AM;2015;Água e Esgoto;2.057.711;2.047.282;1.757.691;1.757.691;213.935
130270;Manicoré;AM;2015;Água         ;53.053;22.961;28.500;22.961;
130300;Nhamundá;AM;2015;Água         ;20.358;7.808;6.000;3.000;
130310;Nova Olinda do Norte;AM;2015;Água e Esgoto;35.156;15.606;20.800;15.606;3.121
130320;Novo Airão;AM;2015;Água         ;17.671;11.401;12.124;11.052;
130340;Parintins;AM;2015;Água         ;111.575;76.426;106.000;76.000;
130353;Presidente Figueiredo;AM;2015;Água e Esgoto;32.812;15.698;15.698;15.698;5.000
130390;São Paulo de Olivença;AM;2015;Água         ;36.536;16.584;9.339;9.339;
130395;São Sebastião do Uatumã;AM;2015;Água         ;12.781;7.049;12.781;7.049;
130400;Silves;AM;2015;Água         ;9.081;4.333;8.000;4.200;
130406;Tabatinga;AM;2015;Água         ;61.028;42.445;14.988;14.988;
130423;Tonantins;AM;2015;Água e Esgoto;18.478;9.628;9.850;8.540;7.850
130430;Urucará;AM;2015;Água         ;17.163;9.926;17.163;9.926;
160010;Amapá;AP;2015;Água e Esgoto;8.622;7.436;1.653;1.653;459
160020;Calçoene;AP;2015;Água         ;10.163;8.251;1.158;434;
160021;Cutias;AP;2015;Água         ;5.407;2.812;2.328;2.328;
160023;Ferreira Gomes;AP;2015;Água         ;6.901;4.966;2.271;2.271;
160025;Itaubal;AP;2015;Água         ;4.949;2.035;1.588;1.588;
160027;Laranjal do Jari;AP;2015;Água         ;45.712;43.380;15.881;15.881;
160030;Macapá;AP;2015;Água e Esgoto;456.171;436.708;166.013;161.708;24.797
160040;Mazagão;AP;2015;Água e Esgoto;19.571;9.505;2.448;2.448;311
160050;Oiapoque;AP;2015;Água e Esgoto;24.263;16.387;1.819;1.819;273
160015;Pedra Branca do Amapari;AP;2015;Água         ;13.988;7.743;574;574;
160053;Porto Grande;AP;2015;Água         ;19.669;12.648;782;782;
160055;Pracuúba;AP;2015;Água         ;4.531;2.247;970;970;
160060;Santana;AP;2015;Água e Esgoto;112.218;109.834;52.794;52.314;1.374
160005;Serra do Navio;AP;2015;Água e Esgoto;4.938;2.903;1.905;1.905;1.863
160070;Tartarugalzinho;AP;2015;Água         ;15.212;7.890;2.331;2.331;
160080;Vitória do Jari;AP;2015;Água         ;14.364;11.907;6.247;6.247;
290020;Abaré;BA;2015;Água e Esgoto;19.574;10.357;12.855;10.357;6.548
290030;Acajutiba;BA;2015;Água         ;15.717;13.702;14.060;13.702;
290035;Adustina;BA;2015;Água         ;17.153;6.087;10.107;6.087;
290040;Água Fria;BA;2015;Água         ;17.043;6.259;8.123;6.259;
290060;Aiquara;BA;2015;Água         ;4.767;2.776;2.742;2.742;
290070;Alagoinhas;BA;2015;Água e Esgoto;154.495;135.005;152.803;135.005;32.693
290080;Alcobaça;BA;2015;Água         ;23.282;12.133;12.252;12.133;
290090;Almadina;BA;2015;Água         ;6.145;4.911;5.925;4.911;
290100;Amargosa;BA;2015;Água e Esgoto;37.807;27.395;32.742;27.395;1.043
290110;Amélia Rodrigues;BA;2015;Água         ;26.441;20.948;19.082;19.082;
290115;América Dourada;BA;2015;Água         ;16.923;11.485;13.822;11.485;
290120;Anagé;BA;2015;Água         ;20.096;3.878;6.350;3.878;
290130;Andaraí;BA;2015;Água         ;13.723;7.641;8.580;7.641;
290135;Andorinha;BA;2015;Água         ;14.791;6.370;9.908;6.370;
290140;Angical;BA;2015;Água         ;14.724;6.833;6.872;6.833;
290150;Anguera;BA;2015;Água         ;11.299;4.772;8.236;4.772;
290160;Antas;BA;2015;Água         ;19.183;7.146;10.872;7.146;
290170;Antônio Cardoso;BA;2015;Água         ;12.225;3.412;4.979;3.412;
290180;Antônio Gonçalves;BA;2015;Água         ;12.187;6.398;9.127;6.398;
290190;Aporá;BA;2015;Água         ;19.146;9.184;16.643;9.184;
290195;Apuarema;BA;2015;Água         ;7.762;5.325;5.008;5.008;
290200;Aracatu;BA;2015;Água         ;14.089;4.037;5.902;4.037;
290210;Araci;BA;2015;Água e Esgoto;56.370;21.432;26.781;21.432;1.035
290220;Aramari;BA;2015;Água         ;11.314;5.778;6.256;5.778;
290225;Arataca;BA;2015;Água         ;11.737;6.311;5.572;5.572;
290230;Aratuípe;BA;2015;Água         ;9.127;5.852;5.458;5.458;
290240;Aurelino Leal;BA;2015;Água         ;13.089;11.001;10.679;10.679;
290250;Baianópolis;BA;2015;Água         ;14.195;3.569;3.918;3.569;
290260;Baixa Grande;BA;2015;Água         ;21.197;8.811;12.765;8.811;
290265;Banzaê;BA;2015;Água         ;13.711;4.691;5.684;4.691;
290280;Barra da Estiva;BA;2015;Água         ;22.394;10.997;982;0;
290280;Barra da Estiva;BA;2015;Água e Esgoto;22.394;10.997;18.000;9.700;8.600
290290;Barra do Choça;BA;2015;Água e Esgoto;34.853;22.449;29.022;22.449;481
290300;Barra do Mendes;BA;2015;Água         ;14.526;6.497;11.336;6.497;
290310;Barra do Rocha;BA;2015;Água         ;6.424;3.873;4.145;3.873;
290320;Barreiras;BA;2015;Água e Esgoto;153.918;138.590;153.918;138.590;58.492
290323;Barro Alto;BA;2015;Água         ;15.377;7.582;6.393;6.393;
290327;Barrocas;BA;2015;Água         ;15.770;6.329;11.441;5.880;
290340;Belmonte;BA;2015;Água e Esgoto;23.759;12.447;16.467;10.370;12.785
290350;Belo Campo;BA;2015;Água         ;18.383;10.360;6.777;6.777;
290360;Biritinga;BA;2015;Água         ;15.799;3.745;7.002;3.745;
290370;Boa Nova;BA;2015;Esgoto       ;14.577;5.490;;;3.304
290370;Boa Nova;BA;2015;Água         ;14.577;5.490;9.110;5.490;
290380;Boa Vista do Tupim;BA;2015;Água         ;18.658;6.837;13.333;6.837;
290390;Bom Jesus da Lapa;BA;2015;Água e Esgoto;69.526;47.204;69.526;47.204;47.204
290395;Bom Jesus da Serra;BA;2015;Água         ;10.554;2.889;4.340;2.889;
290400;Boninal;BA;2015;Água         ;14.585;4.906;5.619;4.906;
290405;Bonito;BA;2015;Água         ;16.873;7.089;6.921;6.921;
290420;Botuporã;BA;2015;Água         ;11.021;4.027;5.916;4.027;
290430;Brejões;BA;2015;Água         ;15.214;5.259;13.803;5.259;
290430;Brejões;BA;2015;Esgoto       ;15.214;5.259;;;15.214
290440;Brejolândia;BA;2015;Água         ;10.698;1.916;2.983;1.916;
290450;Brotas de Macaúbas;BA;2015;Água         ;11.070;3.221;4.033;3.221;
290460;Brumado;BA;2015;Água e Esgoto;69.255;48.382;61.083;48.382;4.402
290470;Buerarema;BA;2015;Água         ;19.283;15.834;14.829;14.829;
290480;Caatiba;BA;2015;Água         ;10.166;4.805;7.142;4.805;
290485;Cabaceiras do Paraguaçu;BA;2015;Água e Esgoto;18.978;5.087;9.126;5.087;623
290490;Cachoeira;BA;2015;Água e Esgoto;34.535;17.671;24.986;17.671;14.158
290500;Caculé;BA;2015;Água         ;23.545;14.092;19.306;14.092;
290510;Caém;BA;2015;Água         ;10.143;3.576;4.596;2.948;
290515;Caetanos;BA;2015;Água         ;15.982;3.856;3.940;3.856;
290520;Caetité;BA;2015;Água         ;52.531;31.450;38.201;31.450;
290530;Cafarnaum;BA;2015;Água         ;18.695;11.475;12.016;11.475;
290540;Cairu;BA;2015;Água e Esgoto;17.730;9.395;14.352;8.159;3.855
290550;Caldeirão Grande;BA;2015;Água         ;13.641;4.978;8.217;4.978;
290560;Camacan;BA;2015;Água e Esgoto;33.197;26.038;23.551;23.551;8.938
290570;Camaçari;BA;2015;Água e Esgoto;286.919;273.933;247.609;246.305;81.561
290580;Camamu;BA;2015;Água e Esgoto;36.435;16.175;19.832;16.175;1.819
290590;Campo Alegre de Lourdes;BA;2015;Água e Esgoto;29.938;8.661;8.650;8.650;8.650
290600;Campo Formoso;BA;2015;Água e Esgoto;72.271;26.974;31.833;26.974;2.961
290610;Canápolis;BA;2015;Água e Esgoto;10.142;3.476;6.441;3.476;3.502
290620;Canarana;BA;2015;Água         ;26.382;12.557;18.827;12.557;
290630;Canavieiras;BA;2015;Água e Esgoto;33.268;26.650;26.856;26.650;16.868
290640;Candeal;BA;2015;Água         ;9.011;3.521;4.651;3.521;
290650;Candeias;BA;2015;Água e Esgoto;88.806;81.155;79.905;79.905;33.015
290660;Candiba;BA;2015;Água         ;14.667;8.577;10.771;8.577;
290670;Cândido Sales;BA;2015;Água         ;26.855;18.552;16.524;16.524;
290680;Cansanção;BA;2015;Água         ;35.235;11.800;26.650;11.800;
290682;Canudos;BA;2015;Água         ;17.177;9.497;11.000;9.497;
290685;Capela do Alto Alegre;BA;2015;Água         ;12.118;5.882;9.161;5.882;
290687;Capim Grosso;BA;2015;Água e Esgoto;29.346;24.029;29.346;24.029;2.141
290689;Caraíbas;BA;2015;Esgoto       ;10.016;2.462;;;1.231
290689;Caraíbas;BA;2015;Água         ;10.016;2.462;3.431;2.462;
290690;Caravelas;BA;2015;Água         ;22.548;11.908;14.771;11.908;
290700;Cardeal da Silva;BA;2015;Água         ;9.747;3.177;6.750;3.177;
290710;Carinhanha;BA;2015;Água e Esgoto;29.955;13.283;22.975;13.283;5.625
290720;Casa Nova;BA;2015;Água e Esgoto;72.172;41.724;55.000;34.000;23.000
290730;Castro Alves;BA;2015;Água e Esgoto;27.286;16.845;22.849;16.845;657
290740;Catolândia;BA;2015;Água         ;3.672;1.359;2.319;1.359;
290750;Catu;BA;2015;Água         ;55.719;46.641;53.007;45.936;
290755;Caturama;BA;2015;Água e Esgoto;9.762;2.621;5.737;2.621;1.746
290760;Central;BA;2015;Água         ;18.140;8.697;14.614;8.697;
290770;Chorrochó;BA;2015;Água e Esgoto;11.522;2.824;7.452;2.824;2.739
290780;Cícero Dantas;BA;2015;Água         ;34.478;18.921;24.355;18.921;
290790;Cipó;BA;2015;Água         ;17.602;12.610;13.169;12.610;
290800;Coaraci;BA;2015;Água         ;19.770;18.040;17.531;17.531;
290820;Conceição da Feira;BA;2015;Água e Esgoto;22.656;14.596;19.451;14.596;484
290830;Conceição do Almeida;BA;2015;Água         ;18.525;8.208;8.137;7.430;
290840;Conceição do Coité;BA;2015;Água e Esgoto;68.146;39.848;53.481;39.848;3.609
290850;Conceição do Jacuípe;BA;2015;Água         ;33.354;26.064;14.366;14.366;
290860;Conde;BA;2015;Água         ;26.194;13.451;16.294;13.451;
290870;Condeúba;BA;2015;Água         ;18.269;8.067;9.152;8.067;
290880;Contendas do Sincorá;BA;2015;Água         ;4.326;2.131;3.011;2.131;
290890;Coração de Maria;BA;2015;Água         ;23.146;9.713;10.209;9.713;
290900;Cordeiros;BA;2015;Água         ;8.834;2.759;4.956;2.759;
290910;Coribe;BA;2015;Água         ;14.976;6.428;14.210;6.099;
290920;Coronel João Sá;BA;2015;Água         ;17.098;7.056;10.989;7.056;
290920;Coronel João Sá;BA;2015;Esgoto       ;17.098;7.056;;;4.418
290930;Correntina;BA;2015;Água         ;33.183;13.384;17.384;13.384;
290930;Correntina;BA;2015;Esgoto       ;33.183;13.384;;;3.376
290940;Cotegipe;BA;2015;Água         ;14.403;7.022;7.686;7.022;
290950;Cravolândia;BA;2015;Água e Esgoto;5.560;3.507;3.279;3.279;2.595
290960;Crisópolis;BA;2015;Água         ;21.617;9.287;9.306;9.287;
290970;Cristópolis;BA;2015;Água         ;14.302;3.374;3.352;3.352;
290980;Cruz das Almas;BA;2015;Água e Esgoto;64.197;54.644;57.876;54.644;9.226
290990;Curaçá;BA;2015;Água e Esgoto;35.208;15.015;30.291;14.557;10.412
291000;Dário Meira;BA;2015;Água         ;12.022;4.767;5.389;4.767;
291005;Dias d Ávila;BA;2015;Água e Esgoto;78.058;73.397;59.281;57.740;29.601
291020;Dom Macedo Costa;BA;2015;Água         ;4.153;1.888;2.599;1.888;
291030;Elísio Medrado;BA;2015;Água         ;8.434;3.447;3.751;3.447;
291040;Encruzilhada;BA;2015;Água e Esgoto;20.331;4.389;6.196;4.389;3.976
291050;Entre Rios;BA;2015;Água e Esgoto;43.006;25.714;32.275;23.733;2.835
290050;Érico Cardoso;BA;2015;Água         ;11.437;2.123;4.633;1.022;
291060;Esplanada;BA;2015;Água         ;36.724;23.312;27.761;23.312;
291070;Euclides da Cunha;BA;2015;Água e Esgoto;60.666;29.548;44.731;29.548;8.883
291072;Eunápolis;BA;2015;Água e Esgoto;113.191;105.528;98.899;97.035;8.179
291075;Fátima;BA;2015;Água         ;18.481;7.241;16.647;7.241;
291080;Feira de Santana;BA;2015;Água e Esgoto;617.528;566.489;581.908;565.540;340.893
291085;Filadélfia;BA;2015;Água         ;17.583;9.476;12.141;9.476;
291090;Firmino Alves;BA;2015;Água         ;5.786;4.661;5.594;4.661;
291100;Floresta Azul;BA;2015;Água         ;11.313;7.793;8.729;7.793;
291110;Formosa do Rio Preto;BA;2015;Água         ;25.372;15.370;15.100;15.100;
291120;Gandu;BA;2015;Água         ;32.809;26.874;22.646;22.646;
291120;Gandu;BA;2015;Esgoto       ;32.809;26.874;;;12.000
291125;Gavião;BA;2015;Esgoto       ;4.712;2.622;;;2.622
291125;Gavião;BA;2015;Água         ;4.712;2.622;3.380;2.622;
291130;Gentio do Ouro;BA;2015;Água e Esgoto;11.423;5.753;3.778;3.778;2.411
291140;Glória;BA;2015;Água e Esgoto;16.072;3.014;11.679;3.014;1.238
291140;Glória;BA;2015;Esgoto       ;16.072;3.014;;;2.700
291150;Gongogi;BA;2015;Água         ;8.082;5.182;4.755;4.755;
291160;Governador Mangabeira;BA;2015;Água         ;21.267;7.959;11.441;7.959;
291165;Guajeru;BA;2015;Água         ;8.805;1.756;3.289;1.756;
291170;Guanambi;BA;2015;Água e Esgoto;85.797;68.092;85.797;68.092;40.159
291180;Guaratinga;BA;2015;Esgoto       ;22.355;10.514;;;1.089
291180;Guaratinga;BA;2015;Água         ;22.355;10.514;10.553;10.514;
291185;Heliópolis;BA;2015;Água         ;13.762;5.663;8.173;5.663;
291190;Iaçu;BA;2015;Água         ;26.178;20.514;26.056;20.514;
291200;Ibiassucê;BA;2015;Água         ;10.502;4.912;7.669;4.912;
291210;Ibicaraí;BA;2015;Água         ;24.029;17.706;24.029;17.706;
291220;Ibicoara;BA;2015;Água         ;19.548;12.398;4.572;4.572;
291230;Ibicuí;BA;2015;Água         ;16.696;12.654;11.299;11.299;
291240;Ibipeba;BA;2015;Água         ;18.674;11.033;13.725;9.188;
291250;Ibipitanga;BA;2015;Água         ;15.296;5.564;8.256;5.564;
291260;Ibiquera;BA;2015;Água         ;5.158;2.609;3.358;2.609;
291270;Ibirapitanga;BA;2015;Água         ;24.180;6.594;11.815;6.151;
291280;Ibirapuã;BA;2015;Água         ;8.735;4.976;6.418;4.976;
291290;Ibirataia;BA;2015;Água         ;17.947;14.914;14.789;14.789;
291300;Ibitiara;BA;2015;Água e Esgoto;16.699;3.701;3.638;3.638;1.461
291310;Ibititá;BA;2015;Água         ;18.727;8.753;18.455;8.753;
291320;Ibotirama;BA;2015;Água e Esgoto;27.655;21.212;24.471;21.212;17.996
291330;Ichu;BA;2015;Água         ;6.311;4.041;5.001;4.041;
291345;Igrapiúna;BA;2015;Água         ;14.395;4.612;4.462;4.462;
291350;Iguaí;BA;2015;Água e Esgoto;27.787;15.761;15.614;15.614;1.889
291360;Ilhéus;BA;2015;Água e Esgoto;180.213;151.890;157.589;151.890;88.235
291370;Inhambupe;BA;2015;Água         ;40.915;17.620;23.007;17.620;
291380;Ipecaetá;BA;2015;Água         ;15.521;2.670;8.775;2.670;
291390;Ipiaú;BA;2015;Água e Esgoto;47.501;43.214;47.501;43.214;2.645
291400;Ipirá;BA;2015;Água e Esgoto;62.095;30.354;45.194;30.354;3.426
291410;Ipupiara;BA;2015;Água e Esgoto;10.113;6.512;7.688;6.512;4.413
291420;Irajuba;BA;2015;Água         ;7.472;3.493;4.283;3.493;
291430;Iramaia;BA;2015;Água         ;10.487;4.727;7.724;4.727;
291440;Iraquara;BA;2015;Água         ;25.006;7.476;8.172;7.476;
291450;Irará;BA;2015;Água         ;29.950;12.263;12.743;12.263;
291450;Irará;BA;2015;Água         ;29.950;12.263;13.000;0;
291460;Irecê;BA;2015;Água e Esgoto;73.380;67.656;73.380;67.656;13.801
291465;Itabela;BA;2015;Água         ;31.055;23.391;24.790;21.530;
291470;Itaberaba;BA;2015;Água e Esgoto;66.310;52.166;66.310;52.166;8.368
291480;Itabuna;BA;2015;Água e Esgoto;219.680;214.287;218.925;206.452;148.645
291490;Itacaré;BA;2015;Água         ;27.619;15.494;8.480;2.360;
291490;Itacaré;BA;2015;Água e Esgoto;27.619;15.494;13.745;11.617;8.442
291500;Itaeté;BA;2015;Água         ;16.446;6.842;7.050;6.842;
291510;Itagi;BA;2015;Água         ;13.359;10.451;11.077;10.451;
291520;Itagibá;BA;2015;Água         ;15.767;9.934;7.890;7.890;
291530;Itagimirim;BA;2015;Água         ;7.351;5.840;5.597;5.597;
291535;Itaguaçu da Bahia;BA;2015;Água         ;14.667;2.885;4.447;2.885;
